Player,Team,Opponent,Game Date,Best Book,Best Odds,Median Market Odds,Books Quoting,Best Implied Probability,Median Market Implied Probability,Probability-Price Difference,Quote Age,Status
Alec Ingold,LAC,LV,2026-09-20,fanatics,4500,2800.0,7,0.021739130434782608,0.034482758620689655,0.012743628185907047,2.2622729,PRICE_OUTLIER
Tyler Conklin,DET,BUF,2026-09-17,fanatics,4000,2600.0,8,0.024390243902439025,0.037037037037037035,0.01264679313459801,2.248649383333333,PRICE_OUTLIER
Kylen Granson,TEN,PHI,2026-09-20,fanatics,6000,3400.0,3,0.01639344262295082,0.02857142857142857,0.01217798594847775,0.95919885,PRICE_OUTLIER
Joshua Palmer,,,2026-09-17,fanatics,650,587.5,8,0.13333333333333333,0.14545454545454545,0.012121212121212116,2.248649383333333,TEAM_UNKNOWN
Luke Farrell,SF,MIA,2026-09-20,betrivers,800,712.5,8,0.1111111111111111,0.12307692307692308,0.011965811965811979,2.9501660000000003,OK
Minnesota Vikings D/ST,,,2026-09-20,bovada,800,712.5,4,0.1111111111111111,0.12307692307692308,0.011965811965811979,1.6860952166666665,TEAM_UNKNOWN
Luke McCaffrey,WAS,DAL,2026-09-20,fanatics,1300,1100.0,7,0.07142857142857142,0.08333333333333333,0.011904761904761904,3.2652496166666665,OK
Nico Collins,HOU,CIN,2026-09-20,betrivers,148,141.0,4,0.40322580645161293,0.41493775933609955,0.01171195288448662,0.88743255,OK
Tucker Kraft,GB,NYJ,2026-09-20,fanatics,190,180.49999999999997,8,0.3448275862068966,0.3565062388591801,0.011678652652283517,2.2233642500000004,OK
C.J. Stroud,HOU,CIN,2026-09-20,fanatics,1000,875.0,8,0.09090909090909091,0.10256410256410256,0.011655011655011649,1.68743255,OK
Saquon Barkley,PHI,TEN,2026-09-20,fanduel,-105,-109.99999999999999,7,0.5121951219512195,0.5238095238095238,0.011614401858304313,0.95919885,OK
Cameron Latu,NE,PIT,2026-09-20,fanatics,4500,2900.0,7,0.021739130434782608,0.03333333333333333,0.011594202898550725,1.0581373,PRICE_OUTLIER
Jackson Meeks,DET,BUF,2026-09-17,draftkings,5500,3300.0,7,0.017857142857142856,0.029411764705882353,0.011554621848739496,2.248649383333333,PRICE_OUTLIER
Dylan Laube,LV,LAC,2026-09-20,fanatics,2500,1900.0,7,0.038461538461538464,0.05,0.011538461538461539,2.2622729,PRICE_OUTLIER
Bauer Sharp,TB,CLE,2026-09-20,betmgm,3500,2450.0,8,0.027777777777777776,0.0392156862745098,0.011437908496732027,1.5720328333333333,PRICE_OUTLIER
Colson Yankoff,WAS,DAL,2026-09-20,fanatics,3500,2450.0,8,0.027777777777777776,0.0392156862745098,0.011437908496732027,3.2652496166666665,PRICE_OUTLIER
Kaytron Allen,WAS,DAL,2026-09-20,betmgm,750,675.0,8,0.11764705882352941,0.12903225806451613,0.011385199240986715,3.2652496166666665,OK
Miami Dolphins D/ST,,,2026-09-20,draftkings,750,675.0,4,0.11764705882352941,0.12903225806451613,0.011385199240986715,2.216832666666667,TEAM_UNKNOWN
Reggie Virgil,ARI,SEA,2026-09-20,betrivers,4000,2700.0,7,0.024390243902439025,0.03571428571428571,0.011324041811846687,2.24694255,PRICE_OUTLIER
Drew Ogletree,,,2026-09-20,betrivers,3000,2200.0,8,0.03225806451612903,0.043478260869565216,0.011220196353436185,3.2686915,PRICE_OUTLIER|TEAM_UNKNOWN
Efton Chism III,NE,PIT,2026-09-20,fanatics,3000,2200.0,7,0.03225806451612903,0.043478260869565216,0.011220196353436185,1.0581373,PRICE_OUTLIER
Ko Kieft,TB,CLE,2026-09-20,fanatics,3000,2200.0,7,0.03225806451612903,0.043478260869565216,0.011220196353436185,1.5720328333333333,PRICE_OUTLIER
Tyler Goodson,DAL,WAS,2026-09-20,fanatics,3000,2200.0,6,0.03225806451612903,0.043478260869565216,0.011220196353436185,3.2652496166666665,PRICE_OUTLIER
Jalen Tolbert,MIA,SF,2026-09-20,bovada,2000,1600.0,7,0.047619047619047616,0.058823529411764705,0.011204481792717089,2.9501660000000003,OK
Tampa Bay Buccaneers D/ST,,,2026-09-20,bovada,500,462.5,4,0.16666666666666666,0.17777777777777778,0.011111111111111127,1.5720328333333333,TEAM_UNKNOWN
Carson Wentz,MIN,CHI,2026-09-20,fanatics,900,800.0,8,0.1,0.1111111111111111,0.0111111111111111,1.6860952166666665,OK
Sione Vaki,DET,BUF,2026-09-17,fanatics,900,800.0,8,0.1,0.1111111111111111,0.0111111111111111,2.248649383333333,OK
Pittsburgh Steelers D/ST,,,2026-09-20,bovada,600,550.0,4,0.14285714285714285,0.15384615384615385,0.010989010989011005,1.0581373,TEAM_UNKNOWN
Mack Hollins,NE,PIT,2026-09-20,betmgm,280,265.00000000000006,8,0.2631578947368421,0.273972602739726,0.010814708002883922,1.0581373,OK
Brycen Tremayne,CAR,ATL,2026-09-20,fanatics,3500,2500.0,7,0.027777777777777776,0.038461538461538464,0.010683760683760687,1.9671282166666666,PRICE_OUTLIER
DJ Herman,MIA,SF,2026-09-20,fanatics,3500,2500.0,6,0.027777777777777776,0.038461538461538464,0.010683760683760687,2.9501660000000003,PRICE_OUTLIER
Malachi Corley,CLE,TB,2026-09-20,fanatics,3500,2500.0,7,0.027777777777777776,0.038461538461538464,0.010683760683760687,1.5720328333333333,PRICE_OUTLIER
Kenny Gainwell,TB,CLE,2026-09-20,betmgm,195,186.00000000000003,8,0.3389830508474576,0.34965034965034963,0.010667298802892022,1.5720328333333333,OK
Ryan Miller,MIA,SF,2026-09-20,fanatics,7000,4000.0,8,0.014084507042253521,0.024390243902439025,0.010305736860185504,2.9501660000000003,PRICE_OUTLIER
Chimere Dike,TEN,PHI,2026-09-20,fanduel,1400,1200.0,7,0.06666666666666667,0.07692307692307693,0.010256410256410262,0.95919885,OK
Riley Nowakowski,PIT,NE,2026-09-20,betrivers,2900,2200.0,7,0.03333333333333333,0.043478260869565216,0.010144927536231883,1.0581373,PRICE_OUTLIER
CJ Williams,JAX,DEN,2026-09-20,betmgm,1600,1350.0,8,0.058823529411764705,0.06896551724137931,0.010141987829614604,1.7442738,OK
Atlanta Falcons D/ST,,,2026-09-20,bovada,800,725.0,4,0.1111111111111111,0.12121212121212122,0.01010101010101011,1.9671282166666666,TEAM_UNKNOWN
Andrew Beck,NYJ,GB,2026-09-20,fanatics,4000,2800.0,8,0.024390243902439025,0.034482758620689655,0.01009251471825063,2.2233642500000004,PRICE_OUTLIER
Xavier Worthy,KC,IND,2026-09-20,fanduel,220,210.0,8,0.3125,0.3225806451612903,0.010080645161290314,3.2686915,OK
Erick All,CIN,HOU,2026-09-20,fanatics,1200,1050.0,8,0.07692307692307693,0.08695652173913043,0.010033444816053505,1.68743255,OK
Kaden Wetjen,PIT,NE,2026-09-20,betrivers,2400,1900.0,7,0.04,0.05,0.010000000000000002,1.0581373,PRICE_OUTLIER
Keleki Latu,BUF,DET,2026-09-17,betrivers,3400,2500.0,6,0.02857142857142857,0.038461538461538464,0.009890109890109893,2.248649383333333,PRICE_OUTLIER
Drew Lock,SEA,ARI,2026-09-20,betrivers,650,600.0,8,0.13333333333333333,0.14285714285714285,0.009523809523809518,2.24694255,OK
Dallen Bentley,DEN,JAX,2026-09-20,draftkings,3000,2300.0,7,0.03225806451612903,0.041666666666666664,0.009408602150537633,1.7442738,PRICE_OUTLIER
De'Von Achane,MIA,SF,2026-09-20,fanatics,135,129.99999999999997,8,0.425531914893617,0.4347826086956522,0.009250693802035193,2.9501660000000003,OK
Barion Brown,NO,BAL,2026-09-20,betrivers,2500,2000.0,8,0.038461538461538464,0.047619047619047616,0.009157509157509153,0.8682415833333333,OK
Carsen Ryan,CLE,TB,2026-09-20,fanatics,2500,2000.0,7,0.038461538461538464,0.047619047619047616,0.009157509157509153,1.5720328333333333,OK
Hunter Long,ARI,SEA,2026-09-20,betrivers,2200,1800.0,7,0.043478260869565216,0.05263157894736842,0.009153318077803202,2.24694255,OK
Jared Goff,DET,BUF,2026-09-17,fanduel,2200,1800.0,8,0.043478260869565216,0.05263157894736842,0.009153318077803202,2.248649383333333,OK
Charlie Woerner,ATL,CAR,2026-09-20,betmgm,2800,2200.0,7,0.034482758620689655,0.043478260869565216,0.008995502248875561,1.9671282166666666,PRICE_OUTLIER
Tai Felton,MIN,CHI,2026-09-20,fanatics,2800,2200.0,8,0.034482758620689655,0.043478260869565216,0.008995502248875561,1.6860952166666665,PRICE_OUTLIER
Ian Thomas,LV,LAC,2026-09-20,fanatics,1700,1450.0,8,0.05555555555555555,0.06451612903225806,0.00896057347670251,2.2622729,OK
Kevin Coleman Jr.,MIA,SF,2026-09-20,fanatics,1700,1450.0,8,0.05555555555555555,0.06451612903225806,0.00896057347670251,2.9501660000000003,OK
Ashton Dulin,IND,KC,2026-09-20,fanatics,1500,1300.0,7,0.0625,0.07142857142857142,0.008928571428571425,3.2686915,OK
Brashard Smith,KC,IND,2026-09-20,betmgm,1500,1300.0,8,0.0625,0.07142857142857142,0.008928571428571425,3.2686915,OK
Camden Brown,DAL,WAS,2026-09-20,fanatics,1500,1300.0,7,0.0625,0.07142857142857142,0.008928571428571425,3.2652496166666665,OK
Jonathan Mingo,DAL,WAS,2026-09-20,fanatics,1500,1300.0,7,0.0625,0.07142857142857142,0.008928571428571425,3.2652496166666665,OK
Courtland Sutton,DEN,JAX,2026-09-20,betmgm,240,229.99999999999997,8,0.29411764705882354,0.30303030303030304,0.0089126559714795,1.7442738,OK
Cincinnati Bengals D/ST,,,2026-09-20,betmgm,575,537.5,4,0.14814814814814814,0.1568627450980392,0.008714596949891074,1.68743255,TEAM_UNKNOWN
Philadelphia Eagles D/ST,,,2026-09-20,fanatics,450,425.0,3,0.18181818181818182,0.19047619047619047,0.008658008658008642,0.95919885,TEAM_UNKNOWN
Feleipe Franks,CAR,ATL,2026-09-20,draftkings,7500,4500.0,6,0.013157894736842105,0.021739130434782608,0.008581235697940504,1.9671282166666666,PRICE_OUTLIER
Tanner Hudson,CIN,HOU,2026-09-20,betmgm,1750,1500.0,7,0.05405405405405406,0.0625,0.008445945945945943,1.68743255,OK
Brock Wright,DET,BUF,2026-09-17,draftkings,1200,1075.0,8,0.07692307692307693,0.0851063829787234,0.008183306055646475,2.248649383333333,OK
Jalen Brooks,ARI,SEA,2026-09-20,betmgm,5000,3500.0,8,0.0196078431372549,0.027777777777777776,0.008169934640522875,2.24694255,PRICE_OUTLIER
Michael Burton,CLE,TB,2026-09-20,fanatics,5000,3500.0,8,0.0196078431372549,0.027777777777777776,0.008169934640522875,1.5720328333333333,PRICE_OUTLIER
Jackson Hawes,BUF,DET,2026-09-17,betmgm,900,825.0,8,0.1,0.10810810810810811,0.008108108108108109,2.248649383333333,OK
Montorie Foster Jr.,SEA,ARI,2026-09-20,fanatics,6000,4000.0,8,0.01639344262295082,0.024390243902439025,0.007996801279488205,2.24694255,PRICE_OUTLIER
Josh Allen,BUF,DET,2026-09-17,fanatics,-135,-139.49820788530465,8,0.574468085106383,0.582460341215205,0.007992256108821927,2.248649383333333,OK
Tom Kennedy,DET,BUF,2026-09-17,draftkings,3500,2700.0,8,0.027777777777777776,0.03571428571428571,0.007936507936507936,2.248649383333333,PRICE_OUTLIER
KC Concepcion,CLE,TB,2026-09-20,draftkings,475,450.0,8,0.17391304347826086,0.18181818181818182,0.007905138339920958,1.5720328333333333,OK
Gavin Bartholomew,MIN,CHI,2026-09-20,fanatics,4000,3000.0,7,0.024390243902439025,0.03225806451612903,0.007867820613690006,1.6860952166666665,PRICE_OUTLIER
Tanner Arkin,NE,PIT,2026-09-20,fanatics,4000,3000.0,7,0.024390243902439025,0.03225806451612903,0.007867820613690006,1.0581373,PRICE_OUTLIER
DJ Moore,BUF,DET,2026-09-17,draftkings,155,150.0,8,0.3921568627450981,0.4,0.007843137254901933,2.248649383333333,OK
Calvin Ridley,TEN,PHI,2026-09-20,betrivers,1100,1000.0,7,0.08333333333333333,0.09090909090909091,0.007575757575757583,0.95919885,OK
Jaylen Wright,MIA,SF,2026-09-20,betmgm,1100,1000.0,8,0.08333333333333333,0.09090909090909091,0.007575757575757583,2.9501660000000003,OK
Seth McGowan,IND,KC,2026-09-20,fanduel,1100,1000.0,8,0.08333333333333333,0.09090909090909091,0.007575757575757583,3.2686915,OK
Simi Fehoko,ARI,SEA,2026-09-20,fanatics,3500,2750.0,8,0.027777777777777776,0.03508771929824561,0.007309941520467836,2.24694255,PRICE_OUTLIER
Drake London,ATL,CAR,2026-09-20,betrivers,165,160.0,8,0.37735849056603776,0.3846153846153846,0.007256894049346818,1.9671282166666666,OK
New England Patriots D/ST,,,2026-09-20,betmgm,500,475.0,4,0.16666666666666666,0.17391304347826086,0.007246376811594207,1.0581373,TEAM_UNKNOWN
Cleveland Browns D/ST,,,2026-09-20,draftkings,650,612.5,4,0.13333333333333333,0.14035087719298245,0.007017543859649117,1.5720328333333333,TEAM_UNKNOWN
Tay Martin,DET,BUF,2026-09-17,betmgm,3000,2450.0,8,0.03225806451612903,0.0392156862745098,0.006957621758380772,2.248649383333333,OK
David Martin-Robinson,TEN,PHI,2026-09-20,fanatics,4500,3400.0,3,0.021739130434782608,0.02857142857142857,0.0068322981366459624,0.95919885,PRICE_OUTLIER
Elijah Arroyo,SEA,ARI,2026-09-20,betrivers,900,837.5,8,0.1,0.10666666666666667,0.006666666666666668,2.24694255,OK
Detroit Lions D/ST,,,2026-09-17,bovada,800,750.0,4,0.1111111111111111,0.11764705882352941,0.006535947712418305,2.248649383333333,TEAM_UNKNOWN
Jacob Saylors,DET,BUF,2026-09-17,fanatics,2200,1900.0,8,0.043478260869565216,0.05,0.006521739130434787,2.248649383333333,OK
Ben VanSumeren,KC,IND,2026-09-20,fanatics,5000,3750.0,6,0.0196078431372549,0.025974025974025976,0.006366182836771074,3.2686915,PRICE_OUTLIER
Seydou Traore,MIA,SF,2026-09-20,bovada,5000,3750.0,8,0.0196078431372549,0.025974025974025976,0.006366182836771074,2.9501660000000003,PRICE_OUTLIER
British Brooks,HOU,CIN,2026-09-20,fanduel,3000,2500.0,7,0.03225806451612903,0.038461538461538464,0.006203473945409432,1.68743255,OK
E.J. Jenkins,PHI,TEN,2026-09-20,betrivers,3000,2500.0,3,0.03225806451612903,0.038461538461538464,0.006203473945409432,0.95919885,OK
Lil'Jordan Humphrey,DEN,JAX,2026-09-20,fanatics,3000,2500.0,5,0.03225806451612903,0.038461538461538464,0.006203473945409432,1.1109404666666667,OK
Nick Kallerup,SEA,ARI,2026-09-20,fanatics,3000,2500.0,7,0.03225806451612903,0.038461538461538464,0.006203473945409432,2.24694255,OK
Dallas Cowboys D/ST,,,2026-09-20,draftkings,550,525.0,3,0.15384615384615385,0.16,0.006153846153846149,2.2319162833333333,TEAM_UNKNOWN
Houston Texans D/ST,,,2026-09-20,draftkings,550,525.0,4,0.15384615384615385,0.16,0.006153846153846149,1.68743255,TEAM_UNKNOWN
Jacksonville Jaguars D/ST,,,2026-09-20,draftkings,550,525.0,3,0.15384615384615385,0.16,0.006153846153846149,1.7442738,TEAM_UNKNOWN
Ollie Gordon II,MIA,SF,2026-09-20,betmgm,1050,975.0,8,0.08695652173913043,0.09302325581395349,0.006066734074823055,2.9501660000000003,OK
Ladd McConkey,LAC,LV,2026-09-20,betmgm,175,170.5,4,0.36363636363636365,0.36968576709796674,0.006049403461603098,0.8456062333333333,OK
Kameron Johnson,TB,CLE,2026-09-20,bovada,1900,1700.0,7,0.05,0.05555555555555555,0.00555555555555555,1.5720328333333333,OK
Julius Chestnut,TEN,PHI,2026-09-20,fanatics,2200,1950.0,4,0.043478260869565216,0.04878048780487805,0.005302226935312834,0.95919885,OK
Josh Downs,IND,KC,2026-09-20,bovada,340,330.0,8,0.22727272727272727,0.23255813953488372,0.0052854122621564525,3.2686915,OK
AJ Dillon,CAR,ATL,2026-09-20,fanatics,900,850.0,5,0.1,0.10526315789473684,0.005263157894736831,1.9671282166666666,OK
Josh Cameron,JAX,DEN,2026-09-20,betmgm,1350,1250.0,8,0.06896551724137931,0.07407407407407407,0.005108556832694761,1.7442738,OK
Bam Knight,ARI,SEA,2026-09-20,fanatics,4000,3300.0,3,0.024390243902439025,0.029411764705882353,0.005021520803443327,2.24694255,OK
Brady Russell,SEA,ARI,2026-09-20,bovada,4000,3300.0,7,0.024390243902439025,0.029411764705882353,0.005021520803443327,2.24694255,OK
Brevin Jordan,HOU,CIN,2026-09-20,betrivers,2500,2200.0,7,0.038461538461538464,0.043478260869565216,0.0050167224080267525,1.68743255,OK
Kevin Austin,NO,BAL,2026-09-20,bovada,2500,2200.0,6,0.038461538461538464,0.043478260869565216,0.0050167224080267525,0.8682415833333333,OK
Tennessee Titans D/ST,,,2026-09-20,betmgm,625,600.0,3,0.13793103448275862,0.14285714285714285,0.0049261083743842304,0.95919885,TEAM_UNKNOWN
KhaDarel Hodge,SF,MIA,2026-09-20,fanatics,5000,4000.0,7,0.0196078431372549,0.024390243902439025,0.0047824007651841235,2.9501660000000003,OK
Indianapolis Colts D/ST,,,2026-09-20,draftkings,650,625.0,4,0.13333333333333333,0.13793103448275862,0.004597701149425287,1.3186915,TEAM_UNKNOWN
Elijah Higgins,ARI,SEA,2026-09-20,betmgm,1500,1400.0,8,0.0625,0.06666666666666667,0.004166666666666666,2.24694255,OK
Nate Adkins,DEN,JAX,2026-09-20,betmgm,2200,2000.0,8,0.043478260869565216,0.047619047619047616,0.0041407867494824,1.7442738,OK
Skyler Bell,BUF,DET,2026-09-17,draftkings,2800,2500.0,7,0.034482758620689655,0.038461538461538464,0.003978779840848809,2.248649383333333,OK
Mitchell Evans,CAR,ATL,2026-09-20,fanatics,1050,1000.0,7,0.08695652173913043,0.09090909090909091,0.003952569169960479,1.9671282166666666,OK
Greg Dortch,BUF,DET,2026-09-17,betrivers,1600,1500.0,3,0.058823529411764705,0.0625,0.003676470588235295,2.248649383333333,OK
Justin Joly,MIA,SF,2026-09-20,bovada,4000,3500.0,5,0.024390243902439025,0.027777777777777776,0.003387533875338751,2.9501660000000003,OK
Robert Tonyan,PIT,NE,2026-09-20,bovada,4000,3500.0,8,0.024390243902439025,0.027777777777777776,0.003387533875338751,1.0581373,OK
Eric Saubert,SEA,ARI,2026-09-20,betmgm,2800,2600.0,8,0.034482758620689655,0.037037037037037035,0.0025542784163473803,2.24694255,OK
New Orleans Saints D/ST,,,2026-09-20,draftkings,650,637.5,4,0.13333333333333333,0.13559322033898305,0.002259887005649719,0.8182415833333334,TEAM_UNKNOWN
Marlin Klein,HOU,CIN,2026-09-20,betmgm,2200,2100.0,8,0.043478260869565216,0.045454545454545456,0.0019762845849802396,1.68743255,OK
Chris Blair,ATL,CAR,2026-09-20,betmgm,3500,3300.0,5,0.027777777777777776,0.029411764705882353,0.0016339869281045763,1.10046155,OK
Baltimore Ravens D/ST,,,2026-09-20,draftkings,475,475.0,3,0.17391304347826086,0.17391304347826086,0.0,0.8182415833333334,TEAM_UNKNOWN
Reggie Gilliam,NE,PIT,2026-09-20,betrivers,3000,3000.0,7,0.03225806451612903,0.03225806451612903,0.0,1.0581373,OK
Adam Prentice,DEN,JAX,2026-09-20,betrivers,2200,,2,0.043478260869565216,,,0.027607133333333332,INSUFFICIENT_MARKET
Arizona Cardinals D/ST,,,2026-09-20,betmgm,625,,2,0.13793103448275862,,,0.8136092166666666,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Arizona Cardinals Defense,,,2026-09-20,fanduel,650,,1,0.13333333333333333,,,0.74694255,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Atlanta Falcons Defense,,,2026-09-20,fanduel,550,,1,0.15384615384615385,,,0.4337948833333333,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Baltimore Ravens Defense,,,2026-09-20,fanduel,800,,1,0.1111111111111111,,,0.2682415833333333,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Britain Covey,PHI,TEN,2026-09-20,fanatics,4000,,2,0.024390243902439025,,,0.95919885,INSUFFICIENT_MARKET
Brock Bowers,LV,LAC,2026-09-20,fanatics,250,,1,0.2857142857142857,,,0.7622728999999999,INSUFFICIENT_MARKET
Buffalo Bills Defense,,,2026-09-17,fanduel,750,,1,0.11764705882352941,,,0.46531605000000004,INSUFFICIENT_MARKET|TEAM_UNKNOWN
CJ Donaldson,NO,BAL,2026-09-20,betrivers,2200,,1,0.043478260869565216,,,0.8682415833333333,INSUFFICIENT_MARKET
Carolina Panthers Defense,,,2026-09-20,fanduel,750,,1,0.11764705882352941,,,0.4337948833333333,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Chicago Bears Defense,,,2026-09-20,fanduel,700,,1,0.125,,,0.48609521666666666,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Cincinnati Bengals Defense,,,2026-09-20,fanduel,700,,1,0.125,,,0.5540992166666666,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Cleveland Browns Defense,,,2026-09-20,fanduel,700,,1,0.125,,,0.22203283333333335,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Cody White,LV,LAC,2026-09-20,betrivers,1700,,1,0.05555555555555555,,,0.3622729,INSUFFICIENT_MARKET
Cooper Rush,ATL,CAR,2026-09-20,betrivers,950,,1,0.09523809523809523,,,0.80046155,INSUFFICIENT_MARKET
Dallas Cowboys Defense,,,2026-09-20,fanduel,800,,1,0.1111111111111111,,,0.44858295,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Denver Broncos D/ST,,,2026-09-20,draftkings,500,,2,0.16666666666666666,,,1.7442738,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Denver Broncos Defense,,,2026-09-20,fanduel,750,,1,0.11764705882352941,,,0.7942737999999999,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Detroit Lions Defense,,,2026-09-17,fanduel,750,,1,0.11764705882352941,,,0.46531605000000004,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Elijah Moore,PHI,TEN,2026-09-20,fanatics,2200,,1,0.043478260869565216,,,0.95919885,INSUFFICIENT_MARKET
Elijah Sarratt,BAL,NO,2026-09-20,betrivers,700,,2,0.125,,,0.8682415833333333,INSUFFICIENT_MARKET
Green Bay Packers D/ST,,,2026-09-20,betmgm,500,,2,0.16666666666666666,,,1.1900309166666667,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Green Bay Packers Defense,,,2026-09-20,fanduel,700,,1,0.125,,,1.6733642499999999,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Hollywood Brown,,,2026-09-20,betonlineag,1100,,1,0.08333333333333333,,,0.22586551666666665,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Houston Texans Defense,,,2026-09-20,fanduel,700,,1,0.125,,,0.5540992166666666,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Indianapolis Colts Defense,,,2026-09-20,fanduel,700,,1,0.125,,,0.8520248333333333,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Jack Endries,CIN,HOU,2026-09-20,fanatics,4000,,1,0.024390243902439025,,,0.12076588333333334,INSUFFICIENT_MARKET
Jacksonville Jaguars Defense,,,2026-09-20,fanduel,700,,1,0.125,,,0.7942737999999999,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Kansas City Chiefs Defense,,,2026-09-20,fanduel,850,,1,0.10526315789473684,,,0.8520248333333333,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Kene Nwangwu,NYJ,GB,2026-09-20,fanatics,2800,,2,0.034482758620689655,,,0.15669758333333333,INSUFFICIENT_MARKET
Las Vegas Raiders D/ST,,,2026-09-20,fanatics,650,,1,0.13333333333333333,,,0.7622728999999999,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Las Vegas Raiders Defense,,,2026-09-20,fanduel,700,,1,0.125,,,0.5122729,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Los Angeles Chargers D/ST,,,2026-09-20,fanatics,420,,1,0.1923076923076923,,,0.7622728999999999,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Los Angeles Chargers Defense,,,2026-09-20,fanduel,850,,1,0.10526315789473684,,,0.5122729,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Miami Dolphins Defense,,,2026-09-20,fanduel,550,,1,0.15384615384615385,,,0.2834993333333333,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Minnesota Vikings Defense,,,2026-09-20,fanduel,800,,1,0.1111111111111111,,,0.48609521666666666,INSUFFICIENT_MARKET|TEAM_UNKNOWN
New England Patriots Defense,,,2026-09-20,fanduel,750,,1,0.11764705882352941,,,0.14147063333333335,INSUFFICIENT_MARKET|TEAM_UNKNOWN
New Orleans Saints Defense,,,2026-09-20,fanduel,700,,1,0.125,,,0.2682415833333333,INSUFFICIENT_MARKET|TEAM_UNKNOWN
New York Jets D/ST,,,2026-09-20,fanatics,650,,2,0.13333333333333333,,,1.1900309166666667,INSUFFICIENT_MARKET|TEAM_UNKNOWN
New York Jets Defense,,,2026-09-20,fanduel,800,,1,0.1111111111111111,,,1.6733642499999999,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Nicholas Singleton,TEN,PHI,2026-09-20,fanatics,2800,,1,0.034482758620689655,,,0.95919885,INSUFFICIENT_MARKET
No Scorer,,,2026-09-17,fanatics,10000,,1,0.009900990099009901,,,0.3986493833333334,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,6000,,1,0.01639344262295082,,,0.9171282166666667,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,8000,,1,0.012345679012345678,,,0.73490825,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,8000,,1,0.012345679012345678,,,0.16942855,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,5000,,1,0.0196078431372549,,,0.12076588333333334,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,4000,,1,0.024390243902439025,,,1.5720328333333333,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,5000,,1,0.0196078431372549,,,0.15669758333333333,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,4000,,1,0.024390243902439025,,,0.4414706333333333,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,3500,,1,0.027777777777777776,,,0.95919885,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,4500,,1,0.021739130434782608,,,0.7442738,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,5000,,1,0.0196078431372549,,,0.7622728999999999,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,3500,,1,0.027777777777777776,,,0.11360921666666667,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,10000,,1,0.009900990099009901,,,0.7652496166666667,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,10000,,1,0.009900990099009901,,,0.16683266666666666,INSUFFICIENT_MARKET|TEAM_UNKNOWN
No Scorer,,,2026-09-20,fanatics,7000,,1,0.014084507042253521,,,1.3186915,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Omar Cooper Jr.,NYJ,GB,2026-09-20,betrivers,850,,2,0.10526315789473684,,,0.15669758333333333,INSUFFICIENT_MARKET
Philadelphia Eagles Defense,,,2026-09-20,fanduel,750,,1,0.11764705882352941,,,0.8425321833333334,INSUFFICIENT_MARKET|TEAM_UNKNOWN
Pittsburgh Steelers Defense,,,2026-09-20,fanduel,700,,1,0.125,,,0.14147063333333335,INSUFFICIENT_MARKET|TEAM_UNKNOWN
