season,game,event_id,player,normalized_player,player_id,position,team,opponent,kickoff,prediction_time,model_version,expected_team_td,expected_player_td,p_football,best_sportsbook,best_american,best_decimal,median_american_equivalent,median_decimal,books,best_quote_time,best_quote_age_minutes,median_quote_age_minutes,best_vs_median_decimal_deviation,extreme_best_price_flag,p_market_raw_best,p_market_raw_median,edge_best,edge_median,ev_best,ev_median,historical_role_proxy,eligible_at_prediction_time,availability_status,inactive_known_at_prediction_time,ultimately_played,settlement_status,actual_td_count,anytime_td,profit_best_units,profit_median_units,closing_same_book_decimal,closing_median_decimal,closing_same_book_time,clv_best_probability,clv_median_probability
2024,2024_02_ATL_PHI,2cefb0f9bcf18ed3f64396174ece14ad,A.J. Terrell,ajterrell,,,,,2024-09-17T00:15:00+00:00,2024-09-16T23:15:00+00:00,phase5_hierarchical_frozen,,,,williamhill_us,3300,34.0,3300.0,34.0,1,2024-09-16T23:07:38+00:00,7.366666666666666,7.366666666666666,0.0,false,0.029411764705882353,0.029411764705882353,,,,,false,false,historical_active_status_unverified,false,,unmodeled,,,,,34.0,34.0,2024-09-17T00:10:10+00:00,0.0,0.0
2024,2024_02_ATL_PHI,2cefb0f9bcf18ed3f64396174ece14ad,Avery Williams,averywilliams,,,,,2024-09-17T00:15:00+00:00,2024-09-16T23:15:00+00:00,phase5_hierarchical_frozen,,,,draftkings,2200,23.0,1600.0,17.0,6,2024-09-16T23:10:47+00:00,4.216666666666667,4.375,0.3529411764705883,true,0.043478260869565216,0.058823529411764705,,,,,false,false,historical_active_status_unverified,false,,unmodeled,,,,,21.0,17.0,2024-09-17T00:10:16+00:00,0.0041407867494824,0.0
2024,2024_02_ATL_PHI,2cefb0f9bcf18ed3f64396174ece14ad,Avonte Maddox,avontemaddox,,,,,2024-09-17T00:15:00+00:00,2024-09-16T23:15:00+00:00,phase5_hierarchical_frozen,,,,williamhill_us,3300,34.0,3300.0,34.0,1,2024-09-16T23:07:38+00:00,7.366666666666666,7.366666666666666,0.0,false,0.029411764705882353,0.029411764705882353,,,,,false,false,historical_active_status_unverified,false,,unmodeled,,,,,,,,,
2024,2024_02_ATL_PHI,2cefb0f9bcf18ed3f64396174ece14ad,Bijan Robinson,bijanrobinson,00-0038542,RB,ATL,PHI,2024-09-17T00:15:00+00:00,2024-09-16T23:15:00+00:00,phase5_hierarchical_frozen,1.9966012287898445,0.7762083142703733,0.5398525577703042,fanduel,-105,1.9523809523809523,-136.5,1.7342657342657342,6,2024-09-16T23:10:28+00:00,4.533333333333333,4.375,0.12576804915514606,false,0.5121951219512195,0.5766129032258065,0.02765743581908464,-0.03676034545550233,0.05399785088487952,-0.06375220750324873,true,false,historical_active_status_unverified,false,true,graded_played,0,0,-1.0,-1.0,1.9523809523809523,1.7067932067932068,2024-09-17T00:10:32+00:00,0.0,0.009281155890377257
2024,2024_02_ATL_PHI,2cefb0f9bcf18ed3f64396174ece14ad,Brandon Graham,brandongraham,,,,,2024-09-17T00:15:00+00:00,2024-09-16T23:15:00+00:00,phase5_hierarchical_frozen,,,,williamhill_us,5000,51.0,5000.0,51.0,1,2024-09-16T23:07:38+00:00,7.366666666666666,7.366666666666666,0.0,false,0.0196078431372549,0.0196078431372549,,,,,false,false,historical_active_status_unverified,false,,unmodeled,,,,,51.0,51.0,2024-09-17T00:10:10+00:00,0.0,0.0
2024,2024_02_ATL_PHI,2cefb0f9bcf18ed3f64396174ece14ad,Britain Covey,britaincovey,,,,,2024-09-17T00:15:00+00:00,2024-09-16T23:15:00+00:00,phase5_hierarchical_frozen,,,,fanduel,1700,18.0,975.0,10.75,6,2024-09-16T23:10:28+00:00,4.533333333333333,4.375,0.6744186046511629,true,0.05555555555555555,0.09302325581395349,,,,,false,false,historical_active_status_unverified,false,,unmodeled,,,,,20.0,10.75,2024-09-17T00:10:32+00:00,-0.00555555555555555,0.0
2024,2024_02_ATL_PHI,2cefb0f9bcf18ed3f64396174ece14ad,Bryce Huff,brycehuff,,,,,2024-09-17T00:15:00+00:00,2024-09-16T23:15:00+00:00,phase5_hierarchical_frozen,,,,williamhill_us,5000,51.0,5000.0,51.0,1,2024-09-16T23:07:38+00:00,7.366666666666666,7.366666666666666,0.0,false,0.0196078431372549,0.0196078431372549,,,,,false,false,historical_active_status_unverified,false,,unmodeled,,,,,56.0,56.0,2024-09-17T00:10:10+00:00,-0.0017507002801120455,-0.0017507002801120455
2024,2024_02_ATL_PHI,2cefb0f9bcf18ed3f64396174ece14ad,Casey Washington,caseywashington,,,,,2024-09-17T00:15:00+00:00,2024-09-16T23:15:00+00:00,phase5_hierarchical_frozen,,,,draftkings,2000,21.0,1600.0,17.0,5,2024-09-16T23:10:47+00:00,4.216666666666667,4.216666666666667,0.23529411764705888,false,0.047619047619047616,0.058823529411764705,,,,,false,false,historical_active_status_unverified,false,,unmodeled,,,,,21.0,17.0,2024-09-17T00:10:16+00:00,0.0,0.0
2024,2024_02_ATL_PHI,2cefb0f9bcf18ed3f64396174ece14ad,Charlie Woerner,charliewoerner,00-0036429,TE,ATL,PHI,2024-09-17T00:15:00+00:00,2024-09-16T23:15:00+00:00,phase5_hierarchical_frozen,1.9966012287898445,0.10915584837735363,0.10340932559260552,betrivers,1700,18.0,1200.0,13.0,6,2024-09-16T23:10:04+00:00,4.933333333333334,4.375,0.3846153846153846,true,0.05555555555555555,0.07692307692307693,0.047853770037049964,0.02648624866952859,0.8613678606668993,0.3443212327038716,true,false,historical_active_status_unverified,false,true,graded_played,0,0,-1.0,-1.0,18.0,13.0,2024-09-17T00:10:02+00:00,0.0,0.0
2024,2024_02_ATL_PHI,2cefb0f9bcf18ed3f64396174ece14ad,Chris Blair,chrisblair,,,,,2024-09-17T00:15:00+00:00,2024-09-16T23:15:00+00:00,phase5_hierarchical_frozen,,,,fanduel,2800,29.0,2800.0,29.0,1,2024-09-16T23:10:28+00:00,4.533333333333333,4.533333333333333,0.0,false,0.034482758620689655,0.034482758620689655,,,,,false,false,historical_active_status_unverified,false,,unmodeled,,,,,28.0,28.0,2024-09-17T00:10:32+00:00,0.0012315270935960576,0.0012315270935960576
