Player,Team,Opponent,Game Date,Prop,Sportsbook Line,Model Mean,Distribution Method,P(Over),P(Under),P(Push),Best Over Odds,Best Under Odds,Market No-Vig P(Over),Median Over Odds,Median Under Odds,Books Quoting,Model Minus Market,Quote Age,Quote Timestamp,Confidence / Data Quality Flag
Breece Hall,NYJ,GB,2026-09-20,rushing_attempts,16.5,12.21300442490883,negative_binomial,0.21788490862894458,0.7821150913710555,0.0,-108,-120,,-107.99999999999999,-119.99999999999999,1,,0.0928763,2026-09-17T19:44:04+00:00,INSUFFICIENT_MARKET
Christian Watson,GB,NYJ,2026-09-20,receptions,3.5,2.079949513917819,negative_binomial,0.20757378193132875,0.7924262180686713,0.0,-170,130,,-169.99999999999997,129.99999999999997,1,,0.15954296666666667,2026-09-17T19:44:03+00:00,INSUFFICIENT_MARKET
Tucker Kraft,GB,NYJ,2026-09-20,receptions,4.5,2.7336288694697286,negative_binomial,0.2097875049142608,0.7902124950857392,0.0,155,-220,,154.99999999999997,-219.99999999999997,1,,0.2928763,2026-09-17T19:43:52+00:00,INSUFFICIENT_MARKET
Jaylen Warren,PIT,NE,2026-09-20,receptions,3.5,3.370198521481923,negative_binomial,0.35825736602559355,0.6417426339744065,0.0,138,-177,,136.50000000000003,-178.48739495798313,2,,1.1928762999999998,2026-09-17T19:43:26+00:00,INSUFFICIENT_MARKET
Pat Freiermuth,PIT,NE,2026-09-20,receptions,2.5,4.082918584474378,negative_binomial,0.5288591840131972,0.4711408159868028,0.0,-169,132,,-169.4985250737463,131.0,2,,1.1928762999999998,2026-09-17T19:43:26+00:00,INSUFFICIENT_MARKET
Roman Wilson,PIT,NE,2026-09-20,receptions,1.5,,negative_binomial,,,,-177,146,0.6064190373601411,-181.43250688705237,138.99999999999997,4,,1.1928762999999998,2026-09-17T19:43:26+00:00,LOW_HISTORY
Pat Freiermuth,PIT,NE,2026-09-20,receptions,3.5,4.082918584474378,negative_binomial,0.42334909613820304,0.576650903861797,0.0,136,-159,,129.0,-169.72434017595313,2,,0.6928763,2026-09-17T19:43:53+00:00,INSUFFICIENT_MARKET
Jaylen Warren,PIT,NE,2026-09-20,receptions,2.5,3.370198521481923,negative_binomial,0.46705821449018137,0.5329417855098186,0.0,-175,134,,-176.48725212464592,133.0,2,,0.9428763,2026-09-17T19:43:28+00:00,INSUFFICIENT_MARKET
Rhamondre Stevenson,NE,PIT,2026-09-20,rushing_attempts,14.5,11.459632072945903,negative_binomial,0.2284780072262423,0.7715219927737577,0.0,110,-150,,110.00000000000001,-150.00000000000003,1,,2.8928762999999997,2026-09-17T19:41:16+00:00,INSUFFICIENT_MARKET
Carnell Tate,TEN,PHI,2026-09-20,receptions,3.5,,negative_binomial,,,,-121,104,0.5301157198505809,-130.87786259541983,-100.99009900990099,4,,0.9762096333333333,2026-09-17T19:43:11+00:00,LOW_HISTORY
Gunnar Helm,TEN,PHI,2026-09-20,receptions,2.5,,negative_binomial,,,,-165,134,,-167.94642857142856,129.5,2,,0.9762096333333333,2026-09-17T19:43:24+00:00,INSUFFICIENT_MARKET|LOW_HISTORY
Gunnar Helm,TEN,PHI,2026-09-20,receptions,3.5,,negative_binomial,,,,152,-200,,150.0,-200.0,2,,0.3595429666666667,2026-09-17T19:43:48+00:00,INSUFFICIENT_MARKET|LOW_HISTORY
DeVonta Smith,,,2026-09-20,receptions,5.5,5.712209468185913,negative_binomial,0.38552682630959534,0.6144731736904047,0.0,140,-190,,140.0,-190.00000000000006,1,,0.7595429666666667,2026-09-17T19:43:24+00:00,INSUFFICIENT_MARKET
Tyjae Spears,TEN,PHI,2026-09-20,receptions,3.5,2.7218791514924523,negative_binomial,0.2880995012633217,0.7119004987366784,0.0,190,-280,,190.0,-279.99999999999994,1,,1.0928763,2026-09-17T19:43:04+00:00,INSUFFICIENT_MARKET
Pat Bryant,DEN,JAX,2026-09-20,receptions,3.5,,negative_binomial,,,,144,-173,0.3977531934306569,136.00000000000003,-178.99999999999997,3,,1.8762096333333331,2026-09-17T19:43:14+00:00,LOW_HISTORY
Bhayshul Tuten,JAX,DEN,2026-09-20,receptions,1.5,,negative_binomial,,,,112,-128,0.4677419354838709,100.0,-132.0,3,,1.8762096333333331,2026-09-17T19:42:17+00:00,LOW_HISTORY
J.K. Dobbins,DEN,JAX,2026-09-20,rushing_attempts,14.5,14.109099718816887,negative_binomial,0.262236740770609,0.7377632592293909,0.0,-111,-107,,-114.86086956521737,-111.3183856502242,2,,1.8762096333333331,2026-09-17T19:44:04+00:00,INSUFFICIENT_MARKET|TEAM_CHANGE
Bhayshul Tuten,JAX,DEN,2026-09-20,rushing_attempts,11.5,,negative_binomial,,,,-135,106,,-135.49815498154985,105.49999999999997,2,,1.8762096333333331,2026-09-17T19:44:04+00:00,INSUFFICIENT_MARKET|LOW_HISTORY
Ashton Jeanty,LV,LAC,2026-09-20,receptions,4.5,,negative_binomial,,,,130,-157,0.4187518747138595,124.50000000000001,-161.9753086419753,4,,0.9595429666666667,2026-09-17T19:43:31+00:00,LOW_HISTORY
Omarion Hampton,LAC,LV,2026-09-20,receptions,2.5,,negative_binomial,,,,142,-156,0.4193548387096774,125.0,-160.0,3,,0.9595429666666667,2026-09-17T19:43:31+00:00,LOW_HISTORY
Ashton Jeanty,LV,LAC,2026-09-20,rushing_attempts,16.5,,negative_binomial,,,,-131,103,,-131.0,103.00000000000003,1,,0.9095429666666667,2026-09-17T19:43:15+00:00,INSUFFICIENT_MARKET|LOW_HISTORY
Omarion Hampton,LAC,LV,2026-09-20,rushing_attempts,16.5,,negative_binomial,,,,-101,-123,,-102.96116504854368,-124.4819277108434,2,,0.9595429666666667,2026-09-17T19:43:15+00:00,INSUFFICIENT_MARKET|LOW_HISTORY
Ashton Jeanty,LV,LAC,2026-09-20,rushing_attempts,17.5,,negative_binomial,,,,105,-135,,104.99999999999999,-135.0,1,,0.9595429666666667,2026-09-17T19:43:12+00:00,INSUFFICIENT_MARKET|LOW_HISTORY
Jeremiyah Love,ARI,SEA,2026-09-20,receptions,2.5,,negative_binomial,,,,100,-114,0.49277456647398843,-109.99999999999999,-116.99999999999999,5,,0.9428763,2026-09-17T19:43:13+00:00,LOW_HISTORY
Jadarian Price,SEA,ARI,2026-09-20,rushing_attempts,13.5,,negative_binomial,,,,-130,102,,-130.0,102.0,1,,0.7262096333333333,2026-09-17T19:43:26+00:00,INSUFFICIENT_MARKET|LOW_HISTORY
Jeremiyah Love,ARI,SEA,2026-09-20,rushing_attempts,9.5,,negative_binomial,,,,-115,-103,,-118.86554621848741,-107.31162790697675,2,,0.7262096333333333,2026-09-17T19:44:08+00:00,INSUFFICIENT_MARKET|LOW_HISTORY
Marvin Harrison Jr.,ARI,SEA,2026-09-20,receptions,3.5,4.069618858530329,negative_binomial,0.4222379789523642,0.5777620210476359,0.0,130,-160,,125.0,-167.16417910447765,2,,0.9428763,2026-09-17T19:43:13+00:00,INSUFFICIENT_MARKET
Javonte Williams,DAL,WAS,2026-09-20,rushing_attempts,17.5,5.409817937454996,negative_binomial,0.09139291805203605,0.908607081947964,0.0,100,-123,,-102.43902439024389,-125.45019920318725,2,,1.1595429666666666,2026-09-17T19:43:12+00:00,INSUFFICIENT_MARKET|TEAM_CHANGE
Jacory Croskey-Merritt,WAS,DAL,2026-09-20,rushing_attempts,13.5,,negative_binomial,,,,102,-110,0.4796954314720812,-105.0,-125.0,3,,1.1595429666666666,2026-09-17T19:43:12+00:00,LOW_HISTORY
Terry McLaurin,WAS,DAL,2026-09-20,receptions,3.5,4.380424403092296,negative_binomial,0.4472693229265215,0.5527306770734784,0.0,-164,128,,-167.90476190476187,126.50000000000001,2,,1.1595429666666666,2026-09-17T19:43:00+00:00,INSUFFICIENT_MARKET
Antonio Williams,WAS,DAL,2026-09-20,receptions,2.5,,negative_binomial,,,,106,-140,,105.49999999999997,-142.45614035087718,2,,0.5762096333333333,2026-09-17T19:43:35+00:00,INSUFFICIENT_MARKET|LOW_HISTORY
Hunter Luepke,DAL,WAS,2026-09-20,receptions,0.5,0.6116406953675572,negative_binomial,0.3844107239435361,0.615589276056464,0.0,-135,100,,-135.0,100.0,1,,0.4762096333333333,2026-09-17T19:43:41+00:00,INSUFFICIENT_MARKET
Javonte Williams,DAL,WAS,2026-09-20,rushing_attempts,16.5,5.409817937454996,negative_binomial,0.09872807093117693,0.9012719290688231,0.0,-130,-105,,-130.0,-105.0,1,,0.4762096333333333,2026-09-17T19:43:41+00:00,INSUFFICIENT_MARKET|TEAM_CHANGE
De'Von Achane,MIA,SF,2026-09-20,receptions,3.5,4.9505185931251,negative_binomial,0.48852352969775853,0.5114764703022415,0.0,-157,123,,-158.4858044164038,121.49999999999999,2,,0.4928763,2026-09-17T19:43:40+00:00,INSUFFICIENT_MARKET
Caleb Douglas,MIA,SF,2026-09-20,receptions,2.5,,negative_binomial,,,,-160,128,0.5823739579198094,-163.0,125.0,3,,0.4928763,2026-09-17T19:43:45+00:00,LOW_HISTORY
Chris Bell,MIA,SF,2026-09-20,receptions,1.5,,negative_binomial,,,,-142,116,0.5553135493238951,-145.0,111.00000000000003,3,,0.4928763,2026-09-17T19:43:40+00:00,LOW_HISTORY
Christian McCaffrey,SF,MIA,2026-09-20,rushing_attempts,14.5,11.697647286756997,negative_binomial,0.2317969729247143,0.7682030270752858,0.0,-106,-120,,-106.0,-119.99999999999999,1,,0.4928763,2026-09-17T19:43:40+00:00,INSUFFICIENT_MARKET
De'Von Achane,MIA,SF,2026-09-20,rushing_attempts,14.5,12.232667704088819,negative_binomial,0.23903225311356555,0.7609677468864343,0.0,-105,-122,,-105.0,-122.0,1,,0.4928763,2026-09-17T19:43:40+00:00,INSUFFICIENT_MARKET
Kaelon Black,SF,MIA,2026-09-20,rushing_attempts,9.5,,negative_binomial,,,,-116,-110,,-116.00000000000001,-109.99999999999999,1,,0.4928763,2026-09-17T19:43:40+00:00,INSUFFICIENT_MARKET|LOW_HISTORY
De'Von Achane,MIA,SF,2026-09-20,receptions,4.5,4.9505185931251,negative_binomial,0.4049445474900462,0.5950554525099537,0.0,126,-168,,125.99999999999997,-167.99999999999997,1,,0.4095429666666667,2026-09-17T19:43:45+00:00,INSUFFICIENT_MARKET
Tyler Warren,IND,KC,2026-09-20,receptions,4.5,,negative_binomial,,,,-125,105,0.5264434091950513,-127.96875000000001,-101.99999999999999,4,,1.2428762999999998,2026-09-17T19:43:14+00:00,LOW_HISTORY
Josh Downs,IND,KC,2026-09-20,receptions,4.5,3.906487958181959,negative_binomial,0.32317492540628384,0.6768250745937162,0.0,128,-164,,128.00000000000003,-163.99999999999997,1,,0.9928763,2026-09-17T19:43:10+00:00,INSUFFICIENT_MARKET
Jonathan Taylor,IND,KC,2026-09-20,rushing_attempts,19.5,24.12323736463098,negative_binomial,0.30143278784946204,0.698567212150538,0.0,-101,-126,,-101.0,-126.00000000000003,1,,0.9928763,2026-09-17T19:43:10+00:00,INSUFFICIENT_MARKET
Kenneth Walker III,KC,IND,2026-09-20,rushing_attempts,18.5,13.678798846433322,negative_binomial,0.21767030039781435,0.7823296996021857,0.0,-121,-105,,-121.00000000000001,-105.0,1,,0.9928763,2026-09-17T19:43:10+00:00,INSUFFICIENT_MARKET|TEAM_CHANGE
Josh Downs,IND,KC,2026-09-20,receptions,3.5,3.906487958181959,negative_binomial,0.4083046882487789,0.591695311751221,0.0,-159,128,,-165.24471299093656,125.0,2,,1.2428762999999998,2026-09-17T19:43:14+00:00,INSUFFICIENT_MARKET
Noah Gray,KC,IND,2026-09-20,receptions,1.5,2.2668682848921113,negative_binomial,0.49019723797042025,0.5098027620295797,0.0,152,-200,,150.0,-200.0,2,,0.9262096333333333,2026-09-17T19:43:14+00:00,INSUFFICIENT_MARKET
Jonathan Taylor,IND,KC,2026-09-20,rushing_attempts,18.5,24.12323736463098,negative_binomial,0.30996862380432655,0.6900313761956735,0.0,-108,-120,,-107.99999999999999,-119.99999999999999,1,,0.9262096333333333,2026-09-17T19:43:14+00:00,INSUFFICIENT_MARKET
