season,window,feature_family,present,missing,coverage_pct
2025,ewma,goal_line_opportunity_share,7896,499,94.06
2025,last3,red_zone_targets,8395,0,100.0
2025,last5,red_zone_targets,8395,0,100.0
2025,last8,red_zone_targets,8395,0,100.0
2025,season,red_zone_targets,8395,0,100.0
2025,ewma,red_zone_targets,8395,0,100.0
2025,last3,red_zone_target_share,8275,120,98.57
2025,last5,red_zone_target_share,8275,120,98.57
2025,last8,red_zone_target_share,8275,120,98.57
2025,season,red_zone_target_share,8275,120,98.57
2025,ewma,red_zone_target_share,8275,120,98.57
2025,last3,end_zone_targets,8395,0,100.0
2025,last5,end_zone_targets,8395,0,100.0
2025,last8,end_zone_targets,8395,0,100.0
2025,season,end_zone_targets,8395,0,100.0
2025,ewma,end_zone_targets,8395,0,100.0
2025,last3,end_zone_target_share,8084,311,96.3
2025,last5,end_zone_target_share,8118,277,96.7
2025,last8,end_zone_target_share,8118,277,96.7
2025,season,end_zone_target_share,8118,277,96.7
2025,ewma,end_zone_target_share,8118,277,96.7
2025,last3,team_offensive_context,8395,0,100.0
2025,last5,team_offensive_context,8395,0,100.0
2025,last8,team_offensive_context,8395,0,100.0
2025,season,team_offensive_context,8395,0,100.0
2025,ewma,team_offensive_context,8395,0,100.0
2025,last3,opponent_context,8395,0,100.0
2025,last5,opponent_context,8395,0,100.0
2025,last8,opponent_context,8395,0,100.0
2025,season,opponent_context,8395,0,100.0
2025,ewma,opponent_context,8395,0,100.0
2025,last3,route_participation,0,8395,0.0
2025,last5,route_participation,0,8395,0.0
2025,last8,route_participation,0,8395,0.0
2025,season,route_participation,0,8395,0.0
2025,ewma,route_participation,0,8395,0.0
