game,player_id,position,team,season,anytime_td,p_hierarchical_oof,p_pooled_logistic_oof_raw,p_position_logistic_oof_raw,p_lightgbm_conservative_oof_raw,component_fit_max_season
2023_13_ATL_NYJ,00-0038120,RB,NYJ,2023,0,0.31758688941281443,0.27847984995616937,0.28143018754109106,0.25796642187689206,2022
2023_13_ATL_NYJ,00-0038389,RB,NYJ,2023,0,0.07084560514560356,0.048617139451760716,0.02570665172659937,0.07491116027687446,2022
2023_13_ATL_NYJ,00-0038492,WR,NYJ,2023,0,0.07537254785644332,0.13701009637022998,0.097638339700039,0.09810592565660306,2022
2023_13_ATL_NYJ,00-0038496,WR,NYJ,2023,0,0.0696249997949262,0.06423462332905233,0.05563703689901865,0.08273429081742281,2022
2023_13_CAR_TB,00-0030035,WR,CAR,2023,0,0.20504015122987762,0.22540099762747848,0.1884546932083035,0.1969127847818106,2022
2023_13_CAR_TB,00-0034365,TE,CAR,2023,0,0.03230800056393468,0.036651184207102304,0.04260924580396935,0.04813921646186779,2022
2023_13_CAR_TB,00-0034777,WR,CAR,2023,0,0.12887447171876998,0.1254369988144557,0.11183878029368712,0.15147632638909514,2022
2023_13_CAR_TB,00-0034830,TE,CAR,2023,0,0.08157648540422946,0.06436945735804893,0.08639026474024773,0.07739167372740968,2022
2023_13_CAR_TB,00-0035243,RB,CAR,2023,0,0.15913964050264695,0.10444128741702789,0.11510647846662274,0.11831423861721517,2022
2023_13_CAR_TB,00-0036268,WR,CAR,2023,0,0.05660766921650828,0.04022016258972537,0.031675995470516666,0.06947015673101375,2022
2023_13_CAR_TB,00-0036438,TE,CAR,2023,0,0.05427680030707738,0.04242393737468514,0.04091009952569267,0.06285247845992065,2022
2023_13_CAR_TB,00-0036482,WR,CAR,2023,0,0.051141011060965025,0.04201631749446395,0.055755486750244915,0.05746570633839781,2022
2023_13_CAR_TB,00-0036555,RB,CAR,2023,1,0.286203932623056,0.21778238684563483,0.2119089954228461,0.2864251661526444,2022
2023_13_CAR_TB,00-0036635,WR,CAR,2023,0,0.005438282866243926,0.0269835284337178,0.022836930167969314,0.04880380147675679,2022
2023_13_CAR_TB,00-0036955,WR,CAR,2023,0,0.0864321216101277,0.06320420063416761,0.057346884422860414,0.10248944076681354,2022
2023_13_CAR_TB,00-0037005,TE,CAR,2023,0,0.08966050503112644,0.07905808229267386,0.08400302590843516,0.10482804487524854,2022
2023_13_CAR_TB,00-0037429,RB,CAR,2023,0,0.06172571050463638,0.04544973895127973,0.04931411933978945,0.07244948219963676,2022
2023_13_CAR_TB,00-0039062,WR,CAR,2023,0,0.15110698426791647,0.16290259314212596,0.1643168851514651,0.1573571956944603,2022
2023_13_CAR_TB,00-0039150,QB,CAR,2023,0,0.10606383030677902,0.08232177738060804,0.08403166455214288,0.103251879397558,2022
2023_13_CAR_TB,00-0031408,WR,TB,2023,1,0.26966500590839015,0.2732514082213237,0.3052610691609553,0.20859134326100867,2022
2023_13_CAR_TB,00-0033589,WR,TB,2023,0,0.04447206146540639,0.039632601708969886,0.039708323356712406,0.047326904461730955,2022
2023_13_CAR_TB,00-0033921,WR,TB,2023,1,0.2280900885617977,0.22472896676261242,0.20976825110519876,0.19328385204320664,2022
2023_13_CAR_TB,00-0034681,RB,TB,2023,0,0.1179496653972365,0.06988458948165926,0.075824818852409,0.07827037103081927,2022
2023_13_CAR_TB,00-0034855,QB,TB,2023,0,0.15120458185115215,0.1136273741974964,0.09400125189139798,0.12581075537983197,2022
2023_13_CAR_TB,00-0036928,QB,TB,2023,0,0.014500569704564037,0.00010906303874107215,0.0009751737222319563,0.046920701270584564,2022
2023_13_CAR_TB,00-0037256,RB,TB,2023,1,0.44177652908826504,0.5475035017320568,0.46037779558020814,0.35404316429127003,2022
2023_13_CAR_TB,00-0037487,WR,TB,2023,0,0.0478131576568015,0.04484120748575435,0.04381057886124688,0.050281116717480076,2022
2023_13_CAR_TB,00-0038129,TE,TB,2023,0,0.20127502266224406,0.22075816417051441,0.2536072887339762,0.19634083801958108,2022
2023_13_CAR_TB,00-0038821,WR,TB,2023,0,0.054193371096308396,0.04674877180134148,0.04667252049680412,0.049701290244265194,2022
2023_13_CAR_TB,00-0039050,TE,TB,2023,0,0.04053726237391231,0.042462919295873765,0.03427725234300159,0.04589296289398304,2022
2023_13_CAR_TB,00-0039052,WR,TB,2023,0,0.1740686634418911,0.15913641023445188,0.14879760680302237,0.15998987024040826,2022
2023_13_CIN_JAX,00-0033009,WR,CIN,2023,0,0.16372202942657788,0.14933155594662598,0.14942040469931792,0.15484810663221174,2022
2023_13_CIN_JAX,00-0033897,RB,CIN,2023,1,0.34870494090938864,0.33050264247666633,0.4038956597787027,0.2943213767833246,2022
2023_13_CIN_JAX,00-0034613,TE,CIN,2023,0,0.10536753334771587,0.06328574313959305,0.05481908277294201,0.09265765737059861,2022
2023_13_CIN_JAX,00-0034970,TE,CIN,2023,0,0.07484475081523134,0.05219860645280937,0.0493401734592658,0.09497949312678636,2022
2023_13_CIN_JAX,00-0035100,QB,CIN,2023,1,0.09129704947431072,0.03164235669838417,0.025466063671083932,0.09612290807116458,2022
2023_13_CIN_JAX,00-0035291,RB,CIN,2023,0,0.04490347404083728,0.040881600544198156,0.048099023841088044,0.056460847230163,2022
2023_13_CIN_JAX,00-0035341,WR,CIN,2023,0,0.08424484048650327,0.07509619340586347,0.07025293581179233,0.09547534079583475,2022
2023_13_CIN_JAX,00-0035631,TE,CIN,2023,0,0.06195651892658072,0.04794442717273725,0.04730761144136802,0.06057433967959307,2022
2023_13_CIN_JAX,00-0035771,TE,CIN,2023,0,0.03610083617028981,0.037248165237922085,0.034544594982364736,0.046192062208787014,2022
2023_13_CIN_JAX,00-0036442,QB,CIN,2023,0,0.11932078868378648,0.0785239706591299,0.08208752349519215,0.104570186370625,2022
2023_13_CIN_JAX,00-0036857,RB,CIN,2023,0,0.026717415173500125,0.03016932705274148,0.041109001080206216,0.04600427424618186,2022
2023_13_CIN_JAX,00-0036900,WR,CIN,2023,1,0.20761057406673744,0.20921521846694688,0.20381635852773472,0.18259755915684672,2022
2023_13_CIN_JAX,00-0038576,WR,CIN,2023,0,0.010590930985541536,0.024389427109097254,0.023324101169823412,0.04688379365375337,2022
2023_13_CIN_JAX,00-0038597,RB,CIN,2023,0,0.017360979909132324,0.026784013539316247,0.03432412016837914,0.04593017371174882,2022
2023_13_CIN_JAX,00-0038619,WR,CIN,2023,0,0.04636430984964912,0.033961737612172894,0.03558780062599149,0.06792712589606598,2022
2023_13_CIN_JAX,00-0038891,WR,CIN,2023,0,0.014976363519375702,0.023272348047859732,0.025502178821926742,0.04732687658730844,2022
2023_13_CIN_JAX,00-0033572,WR,JAX,2023,0,0.07161144120233809,0.07058189946636631,0.05829830754661173,0.05356369338717955,2022
2023_13_CIN_JAX,00-0033881,TE,JAX,2023,1,0.2803220947653322,0.24501199877273364,0.25789659521850117,0.2535677733417456,2022
2023_13_CIN_JAX,00-0033891,WR,JAX,2023,0,0.20178757829275729,0.1745976257373395,0.16182368662389626,0.16779147357024932,2022
2023_13_CIN_JAX,00-0033936,QB,JAX,2023,0,0.032646995313181715,0.02918509116876525,0.013824743532477497,0.04860100943011139,2022
