event_id,player,sportsbook,price,quote_time,captured_at
5ad8135dc2b5f27de0b777acd317855a,Nate Adkins,bovada,1900,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jake Briningstool,bovada,2200,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Cyrus Allen,bovada,1100,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Bo Nix,bovada,525,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Pat Bryant,bovada,380,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Adam Trautman,bovada,800,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Rashee Rice,bovada,155,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Noah Gray,bovada,1000,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Troy Franklin,bovada,1100,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Courtland Sutton,bovada,235,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,RJ Harvey,bovada,300,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Evan Engram,bovada,440,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,J.K. Dobbins,bovada,180,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Travis Kelce,bovada,210,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Marvin Mims Jr.,bovada,625,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Denver Broncos D/ST,bovada,600,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Brashard Smith,bovada,1100,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Xavier Worthy,bovada,275,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Tyquan Thornton,bovada,525,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nate Adkins,betrivers,2200,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Lil'Jordan Humphrey,betrivers,1400,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Dallen Bentley,betrivers,5500,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jake Briningstool,betrivers,2200,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jared Wiley,betrivers,1800,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nikko Remigio,betrivers,3000,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jalen Royals,betrivers,1400,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Tyquan Thornton,betrivers,480,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,J.K. Dobbins,betrivers,170,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Noah Gray,betrivers,950,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Xavier Worthy,betrivers,270,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Pat Bryant,betrivers,440,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Kenneth Walker III,betrivers,-124,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Marvin Mims Jr.,betrivers,900,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jonah Coleman,betrivers,800,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Brashard Smith,betrivers,750,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,RJ Harvey,betrivers,200,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Patrick Mahomes,betrivers,600,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Troy Franklin,betrivers,900,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jaylen Waddle,betrivers,205,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Evan Engram,betrivers,440,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Rashee Rice,betrivers,175,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Courtland Sutton,betrivers,250,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Cyrus Allen,betrivers,950,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Emmett Johnson,betrivers,540,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Adam Trautman,betrivers,850,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Travis Kelce,betrivers,205,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Bo Nix,betrivers,460,2026-09-14T17:16:45+00:00,2026-09-14T17:17:18.853929+00:00
